,cue,association,explanation,relation,WorkerId
438,chanting,crowd,the crowd was chanting the players name.,Emotion-Evaluation,7
439,chanting,crowd,the crowd was chanting the players name.,Action,4
440,chanting,crowd,the crowd was chanting the players name.,Action,3
441,chanting,crowd,the crowd was chanting for the home team,Action,3
442,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",Category-Exemplar-Pairs,10
443,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",Category-Exemplar-Pairs,9
444,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",PartOf,7
445,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",Category-Exemplar-Pairs,4
446,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",Synonym,5
447,charity,humanitarian,"when doing humanitarian work, it is usually connected to a charity.",Thematic,3
448,chart,visual,a chart is a visual representation of data.,HasProperty,10
449,chart,visual,a chart is a visual representation of data.,HasProperty,9
450,chart,visual,a chart is a visual representation of data.,Result-In,7
451,chart,visual,a chart is a visual representation of data.,HasProperty,4
452,chart,visual,a chart is a visual representation of data.,HasProperty,2
453,chart,visual,a chart is a visual representation of data.,Function,5
454,chase,run,"running after someone to catch them, is chasing them.",Category-Exemplar-Pairs,10
455,chase,run,"running after someone to catch them, is chasing them.",Category-Exemplar-Pairs,9
456,chase,run,"running after someone to catch them, is chasing them.",Action,7
457,chase,run,"running after someone to catch them, is chasing them.",Synonym,4
458,chase,run,"running after someone to catch them, is chasing them.",Synonym,5
459,chase,run,"running after someone to catch them, is chasing them.",Category-Exemplar-Pairs,3
460,chase,seek,"when you are chasing someone, you are seeking them.",Synonym,4
461,chase,seek,"when you are chasing someone, you are seeking them.",Synonym,8
462,chase,seek,"when you are chasing someone, you are seeking them.",Synonym,5
463,chase,seek,"when you are chasing someone, you are seeking them.",Category-Exemplar-Pairs,3
464,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Synonym,10
465,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Members-of-the-same-Category,9
466,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Thematic,7
467,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Synonym,6
468,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Synonym,2
469,cheap,frugal,"it is generally okay to be frugal, but that's different than being totally cheap.",Antonym,5
470,chicken,chicks,baby chickens are called chicks.,PartOf,7
471,chicken,chicks,baby chickens are called chicks.,Category-Exemplar-Pairs,5
472,chicken,chicks,baby chickens are called chicks.,Category-Exemplar-Pairs,4
473,chicken,chicks,baby chickens are called chicks.,Category-Exemplar-Pairs,3
474,cholesterol,high,people need to make sure their cholesterol isn't high.,HasProperty,10
475,cholesterol,high,people need to make sure their cholesterol isn't high.,HasProperty,9
476,cholesterol,high,people need to make sure their cholesterol isn't high.,Result-In,5
477,cholesterol,high,people need to make sure their cholesterol isn't high.,Thematic,3
478,cholesterol,high,people need to make sure their cholesterol isn't high.,Common-Phrase,6
479,cholesterol,high,people need to make sure their cholesterol isn't high.,Common-Phrase,7
480,chomp,eat,a lot of people chomp when they eat.,Category-Exemplar-Pairs,10
481,chomp,eat,i always chomp the food i eat.,Action,10
482,chomp,eat,a lot of people chomp when they eat.,Action,9
483,chomp,eat,i always chomp the food i eat.,Action,9
484,chomp,eat,a lot of people chomp when they eat.,Category-Exemplar-Pairs,7
485,chomp,eat,a lot of people chomp when they eat.,Category-Exemplar-Pairs,3
486,chomp,eat,"when you chomp at something, you eat it.",Category-Exemplar-Pairs,4
487,chomp,eat,i always chomp the food i eat.,Action,5
488,chomp,eat,when one eats they often chomp with their mouth.,Category-Exemplar-Pairs,8
489,chomp,eat,"when you chomp at something, you eat it.",Category-Exemplar-Pairs,8
490,chomp,eat,when one eats they often chomp with their mouth.,Category-Exemplar-Pairs,5
491,chomp,eat,when one eats they often chomp with their mouth.,Action,4
492,chomp,eat,i always chomp the food i eat.,Action,6
493,chomp,eat,a lot of people chomp when they eat.,Action,6
494,chomp,eat,a lot of people chomp when they eat.,Action,5
495,chomp,eat,i always chomp the food i eat.,Category-Exemplar-Pairs,8
496,chomp,eat,"when you chomp at something, you eat it.",Category-Exemplar-Pairs,3
497,chomp,eat,when one eats they often chomp with their mouth.,Category-Exemplar-Pairs,3
498,chomp,eat,i always chomp the food i eat.,Category-Exemplar-Pairs,3
499,chomp,eat,"when you chomp at something, you eat it.",Category-Exemplar-Pairs,5
500,classy,elegant,his classy girlfriend always acts in an elegant manner.,Synonym,4
501,classy,elegant,his classy girlfriend always acts in an elegant manner.,Synonym,7
502,classy,elegant,his classy girlfriend always acts in an elegant manner.,Thematic,5
503,classy,elegant,his classy girlfriend always acts in an elegant manner.,Result-In,3
504,classy,stylist,kelly is classy and loves wearing stylist clothes.,Synonym,10
505,classy,stylist,kelly is classy and loves wearing stylist clothes.,Thematic,9
506,classy,stylist,kelly is classy and loves wearing stylist clothes.,Synonym,7
507,classy,stylist,kelly is classy and loves wearing stylist clothes.,Synonym,6
508,classy,stylist,kelly is classy and loves wearing stylist clothes.,HasProperty,5
509,classy,stylist,kelly is classy and loves wearing stylist clothes.,Thematic,3
510,clean,neat,if your house is clean you may be a neat person.,Synonym,3
511,clean,neat,"jet is a neat child, his clothes are always clean.",Synonym,8
512,clean,neat,the space is clean and neat enough.,Members-of-the-same-Category,5
513,clean,neat,if your house is clean you may be a neat person.,Synonym,8
514,clean,neat,"jet is a neat child, his clothes are always clean.",HasProperty,5
515,clean,neat,if your house is clean you may be a neat person.,Has-Prerequisite,5
516,clean,neat,"jet is a neat child, his clothes are always clean.",Synonym,6
517,clean,neat,the space is clean and neat enough.,Synonym,6
518,clean,neat,"jet is a neat child, his clothes are always clean.",Synonym,3
519,clean,neat,the space is clean and neat enough.,Thematic,3
520,clean,neat,the space is clean and neat enough.,Synonym,8
521,clean,neat,if your house is clean you may be a neat person.,Result-In,4
522,clench,fist,people clench their fists when they get upset.,Action,5
523,clench,fist,people clench their fists when they get upset.,Action,4
524,clench,fist,when a person makes a fist they clench their fingers into a ball.,Action,6
525,clench,fist,people clench their fists when they get upset.,Action,3
526,clench,fist,when a person makes a fist they clench their fingers into a ball.,Action,8
527,clench,fist,people clench their fists when they get upset.,Action,8
528,clench,fist,when a person makes a fist they clench their fingers into a ball.,Action,3
529,clench,fist,when a person makes a fist they clench their fingers into a ball.,Action,5
530,client,courtesy,customer service representatives need to show courtesy to clients.,Action,5
531,client,courtesy,customer service representatives need to show courtesy to clients.,Thematic,4
532,client,courtesy,customer service representatives need to show courtesy to clients.,Action,2
533,client,courtesy,customer service representatives need to show courtesy to clients.,Action,7
534,client,money,companies make money by providing services to their clients.,Action,4
535,client,money,companies make money by providing services to their clients.,Result-In,8
536,client,money,companies make money by providing services to their clients.,Result-In,1
537,client,money,companies make money by providing services to their clients.,Function,2
538,client,money,companies make money by providing services to their clients.,Result-In,5
539,climber,health,a climber must be in good health.,HasProperty,10
540,climber,health,a climber must be in good health.,HasProperty,9
541,climber,health,a climber must be in good health.,HasProperty,4
542,climber,health,a climber must be in good health.,Thematic,8
543,climber,health,a climber must be in good health.,Has-Prerequisite,5
544,climber,health,a climber must be in good health.,Has-Prerequisite,2
545,clock,time,a clock can tell you time,Function,3
546,clock,time,the clock tells the time.,Function,3
547,clock,time,i watch the time on the clock,Function,7
548,clock,time,the clock told the wrong time.,Function,8
549,clock,time,the clock indicated it was time to go to sleep.,Function,8
550,clock,time,clocks tell you what time it is.,Function,7
551,clock,time,the clock told the wrong time.,Action,4
552,clock,time,clocks are used to tell time.,Function,4
553,clock,time,the clock tells the time.,Function,8
554,clock,time,the clock indicated it was time to go to sleep.,Function,4
555,clock,time,clocks tell you what time it is.,Function,5
556,clock,time,clocks are used to tell time.,Function,5
557,clock,time,the clock indicated it was time to go to sleep.,Action,5
558,clock,time,the clock tells the time.,Function,5
559,clock,time,we use clock to keep time.,Function,5
560,clock,time,the clock told the wrong time.,Action,5
